name,city,state,address,phone,website,rating,reviews_count,category,subtypes,latitude,longitude,postal_code,source,confirmed,confidence,place_id,photo,reviews_link,booking_link,maps_link,verified
Good Samaritan Regional Medical Center,Corvallis,OR,"3600 NW Samaritan Dr, Corvallis, OR 97330",5417685111,https://samhealth.org/find-a-location/good-samaritan-regional-medical-center/,2.8,344.0,Medical clinic,Medical clinic,44.603208099999996,-123.2528064,97330,outscraper,True,high,ChIJL1_7uJM_wFQRfQ_rle0M0tM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTG7rldeuBTSRiYhhXtuXN_9nR1FtZTgJ_J-mZjrs34ZJBAaVH7VSBgojQnIzaZBh9065KW-3992y3uj5VG86bEh92vp85KECzZWXlZrbV7CNM-1Hy4L0jIJgBQ7CIY6lqXPzO=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJL1_7uJM_wFQRfQ_rle0M0tM&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Good+Samaritan+Regional+Medical+Center/@44.603208099999996,-123.2528064,14z/data=!4m8!1m2!2m1!1sGood+Samaritan+Regional+Medical+Center!3m4!1s0x54c03f93b8fb5f2f:0xd3d20ced95eb0f7d!8m2!3d44.603208099999996!4d-123.2528064",True
Pacific Pulmonary Services,Corvallis,OR,"Corvallis, OR 97330",5417527270,,,,Medical clinic,"Medical clinic, Pulmonologist",44.564576699999996,-123.26212969999999,97330,outscraper,True,high,ChIJcV9bPetAwFQRidFamkwGqxQ,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eDPt0IrdWrYAbiEdGbxKNw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=280.05008&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Pacific+Pulmonary+Services/@44.564576699999996,-123.26212969999999,14z/data=!4m8!1m2!2m1!1sPacific+Pulmonary+Services!3m4!1s0x54c040eb3d5b5f71:0x14ab064c9a5ad189!8m2!3d44.564576699999996!4d-123.26212969999999",False
Samaritan Cardiothoracic Surgery - Corvallis,Corvallis,OR,"3640 NW Samaritan Dr STE 120, Corvallis, OR 97330",5417685223,https://samhealth.org/find-a-location/samaritan-cardiothoracic-surgery-corvallis/,5.0,2.0,Medical clinic,Medical clinic,44.602565,-123.2537741,97330,outscraper,True,high,ChIJj0X0lZM_wFQRfDR_eQBBcE4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELNSsxCJi_9IeGn4PpYtjNaoK64Gb3eNd9lGCTE7xfAv8Gm_0a6YXW8U2KeHR0rM1Dwa9QLkgECj_ugE4zDBW59dP38Va46Jfdldhli1POGnhlV-UfU6gqFCuOe-iINpkC0mcP=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJj0X0lZM_wFQRfDR_eQBBcE4&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Samaritan+Cardiothoracic+Surgery+-+Corvallis/@44.602565,-123.2537741,14z/data=!4m8!1m2!2m1!1sSamaritan+Cardiothoracic+Surgery+-+Corvallis!3m4!1s0x54c03f9395f4458f:0x4e704100797f347c!8m2!3d44.602565!4d-123.2537741",True
Spectrum Fitness & Medical Wellness,Baton Rouge,LA,"7069 Perkins Rd, Baton Rouge, LA 70808",2257698000,http://www.spectrumfitness.com/,4.2,82,Gym,"Gym, Personal trainer",30.3998615,-91.11563129999999,70808,outscraper,True,high,ChIJ3c2af0ekJoYRnhOsO5l8wT0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCenclDrpLh8Ux5jvGBjaPBq62zwmSjHwwHiBFzDKZJ6qmEyIo4ffMbi486b4hKVAMde0WCKQKe0u8czIrM2vZmalaFqPglHFFLf5vhOHh0vVIrBL67i4Qlt2MgM99Wi9n5dZN_A=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ3c2af0ekJoYRnhOsO5l8wT0&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Spectrum+Fitness+%26+Medical+Wellness/@30.3998615,-91.11563129999999,14z/data=!4m8!1m2!2m1!1sSpectrum+Fitness+%26+Medical+Wellness!3m4!1s0x8626a4477f9acddd:0x3dc17c993bac139e!8m2!3d30.3998615!4d-91.11563129999999",True
Pennington Biomedical Research Center,Baton Rouge,LA,"6400 Perkins Rd, Baton Rouge, LA 70808",2257632500,http://www.pbrc.edu/,4.7,102,Research institute,Research institute,30.4030588,-91.12231419999999,70808,outscraper,True,high,ChIJd4y8aDykJoYRP_mly6-6e8k,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEkbNj3nDUZpT_OXwYAVe21YAXAQdr3REh7-wl9s_X87QESU3t2Qo_4_pc9yOY7YyO3USlPFtGfmc4EkmmfkY9kPTihruDoP8HutbvdvXMoC1SX73n1Cz4vixgH9D9q1jxbrezu=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJd4y8aDykJoYRP_mly6-6e8k&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Pennington+Biomedical+Research+Center/@30.4030588,-91.12231419999999,14z/data=!4m8!1m2!2m1!1sPennington+Biomedical+Research+Center!3m4!1s0x8626a43c68bc8c77:0xc97bbaafcba5f93f!8m2!3d30.4030588!4d-91.12231419999999",True
Prime Pulmonary & Sleep Center,Bakersfield,CA,"8333 Brimhall Rd #1000, Bakersfield, CA 93312",6616956777,http://www.primepulmonarysleep.com/,4.4,578,Medical clinic,Medical clinic,35.365401299999995,-119.0958541,93312,outscraper,True,high,ChIJ3wGvRLBD6oARfzNVfXElErw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlQSjPbqoxUwi8wCHrzD7tK_7QuZvOEv7RpaejQVSlNmQqfwcYXUYlJbS7MCoHIAlLGDm__vcFFgYk0hDv7Dx-NNf2ufd3k6BigZl63bxATKZHuBZGjgteEvgRpBK86wINwhDP=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ3wGvRLBD6oARfzNVfXElErw&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Prime+Pulmonary+%26+Sleep+Center/@35.365401299999995,-119.0958541,14z/data=!4m8!1m2!2m1!1sPrime+Pulmonary+%26+Sleep+Center!3m4!1s0x80ea43b044af01df:0xbc1225717d55337f!8m2!3d35.365401299999995!4d-119.0958541",True
Riverside Cardiology Associates Medical Group,Riverside,CA,"4500 Brockton Ave #203, Riverside, CA 92501",9516863600,http://www.riversidecardiology.com/,4.3,16,Medical clinic,"Medical clinic, Cardiologist",33.976574899999996,-117.38353599999999,92501,outscraper,True,high,ChIJgRUz6uyx3IARAmE5cL_HsiQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF05J4dIw-GBKi-O97yUpsL9aNGQbLqFpLFftAbFl8I1xsz2XtvDUGq2mCNmK9AWs4pwR0J9abPVEpaopJryahW7x3gwgblsbyPsDW6z9bcVZtjWgmOawipLqsLhGZmUYl8nnwk=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJgRUz6uyx3IARAmE5cL_HsiQ&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Riverside+Cardiology+Associates+Medical+Group/@33.976574899999996,-117.38353599999999,14z/data=!4m8!1m2!2m1!1sRiverside+Cardiology+Associates+Medical+Group!3m4!1s0x80dcb1ecea331581:0x24b2c7bf70396102!8m2!3d33.976574899999996!4d-117.38353599999999",True
Cardiology Specialists Medical Group,Riverside,CA,"3770 Elizabeth St, Riverside, CA 92506",9513523937,http://www.cardiologyspecialistsmedicalgroup.com/,3.7,374,Medical clinic,"Medical clinic, Cardiologist, Doctor, Medical group",33.9589357,-117.3918733,92506,outscraper,True,high,ChIJQ3a8F7qx3IARztJvGFJS-98,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaV_7WyKu_QHPyfTzTq8PTFWoJcJpGIf9NNEWtCJmF_yxYYig9xfrJpz3TTDfGws527xrSU0XMCW0hM3rJSZyi2d4GBYjPCgOQxoG2Ma83rget1v2CbOop-btVyV74_ZZl313V=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJQ3a8F7qx3IARztJvGFJS-98&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Cardiology+Specialists+Medical+Group/@33.9589357,-117.3918733,14z/data=!4m8!1m2!2m1!1sCardiology+Specialists+Medical+Group!3m4!1s0x80dcb1ba17bc7643:0xdffb5252186fd2ce!8m2!3d33.9589357!4d-117.3918733",True
Pacific Pulmonary Medical Group,Riverside,CA,"4234 Riverwalk Pkwy Suite 230, Riverside, CA 92505",9517813672,http://pacificpulm.com/,3.9,102,Medical group,Medical group,33.9035571,-117.4958977,92505,outscraper,True,high,ChIJfR6g3wy33IARVxtOjfwMVg0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHGngneg3umXgudKOtcBoT4_y_hZZjs8QnYgq5JExmM9AiYiFNFPcf0ilwkfDNr8UPTc1kTjqwF6e-hneiUzTm1m0626vKde4Q_oFR52msGiZhnGfDMflag4xQ225ioB5ZuNJgb=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJfR6g3wy33IARVxtOjfwMVg0&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Pacific+Pulmonary+Medical+Group/@33.9035571,-117.4958977,14z/data=!4m8!1m2!2m1!1sPacific+Pulmonary+Medical+Group!3m4!1s0x80dcb70cdfa01e7d:0xd560cfc8d4e1b57!8m2!3d33.9035571!4d-117.4958977",False
Pulse Cardiology,Riverside,CA,"6950 Brockton Ave STE 1, Riverside, CA 92506",9516846464,https://pulse-cardiology.com/,2.8,22,Medical clinic,"Medical clinic, Cardiologist",33.9474114,-117.3961535,92506,outscraper,True,high,ChIJx7ylo7Kx3IAR_N3z82mgXvo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvFgczufJAq0rUtvxbxFneB2IlLqSx0rtICG9XP9Vlr4VhbSD_CEH2TVGpjyIsvIkyk06wHQlJbrB8lu8FkN7rxFGGqZMzfqG5-YCjN7F5h2TALeSqAgIa8Mhku_JL9Wu7fZEsiw=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJx7ylo7Kx3IAR_N3z82mgXvo&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Pulse+Cardiology/@33.9474114,-117.3961535,14z/data=!4m8!1m2!2m1!1sPulse+Cardiology!3m4!1s0x80dcb1b2a3a5bcc7:0xfa5ea069f3f3ddfc!8m2!3d33.9474114!4d-117.3961535",True
"Advanced Cardiovascular Care: Syed Bokhari, MD, FACC",Riverside,CA,"4646 Brockton Ave #301a, Riverside, CA 92506",9516826900,http://www.acvcare.com/,4.8,354,Cardiologist,"Cardiologist, Doctor",33.975721,-117.38583899999999,92506,outscraper,True,high,ChIJEUXZOZOx3IARgGxWfyCBLbg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCcGEJpOODeuywM6l8_elHvgHARldO75hs27e_jb-Yh-YX608zK0Xj1j0thLuAk8Y0mgX0uyrWDpUDJGb68kprB6p3aYJFEbOmX-Zy0fDtFKNjOLeOLpAEgLGaBvlQS7nG9fPm=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJEUXZOZOx3IARgGxWfyCBLbg&q=*&authuser=0&hl=en&gl=US,http://www.acvcare.com/schedule,"https://www.google.com/maps/place/Advanced+Cardiovascular+Care%3A+Syed+Bokhari%2C+MD%2C+FACC/@33.975721,-117.38583899999999,14z/data=!4m8!1m2!2m1!1sAdvanced+Cardiovascular+Care%3A+Syed+Bokhari%2C+MD%2C+FACC!3m4!1s0x80dcb19339d94511:0xb82d81207f566c80!8m2!3d33.975721!4d-117.38583899999999",True
NCH Cardiac Rehabilitation - Briggs,Naples,FL,"399 9th St N Unit 103, Naples, FL 34102",2396241680,https://nchmd.org/services/cardiac-rehabilitation/,4.6,12,Medical clinic,Medical clinic,26.151204399999997,-81.7965086,34102,outscraper,True,high,ChIJOYMBP5fh2ogR4qhZsTn2IR0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_OEzm00umWS6CmYAiEL52Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=267.61703&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJOYMBP5fh2ogR4qhZsTn2IR0&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/NCH+Cardiac+Rehabilitation+-+Briggs/@26.151204399999997,-81.7965086,14z/data=!4m8!1m2!2m1!1sNCH+Cardiac+Rehabilitation+-+Briggs!3m4!1s0x88dae1973f018339:0x1d21f639b159a8e2!8m2!3d26.151204399999997!4d-81.7965086",True
Lee Health Cardiology Testing Services,Fort Myers,FL,"13340 Metro Pkwy Ste. 300, Fort Myers, FL 33966",2393430550,https://www.leehealth.org/our-services/cardiology,5.0,2,Medical office,Medical office,26.5483092,-81.85341849999999,33966,outscraper,True,high,ChIJafrqXpkV24gRK2tuTIZ1FYI,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xbyBM99BS__kHr848BFggg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=52.8225&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJafrqXpkV24gRK2tuTIZ1FYI&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Lee+Health+Cardiology+Testing+Services/@26.5483092,-81.85341849999999,14z/data=!4m8!1m2!2m1!1sLee+Health+Cardiology+Testing+Services!3m4!1s0x88db15995eeafa69:0x821575864c6e6b2b!8m2!3d26.5483092!4d-81.85341849999999",True
Lee Health Pulmonology - Clayton Ct,Fort Myers,FL,"5216 Clayton Ct, Fort Myers, FL 33907",2393438260,https://www.leehealth.org/our-services/pulmonology,4.1,7,Pulmonologist,"Pulmonologist, Medical group",26.5843548,-81.87558039999999,33907,outscraper,True,high,ChIJiUXvBQtB24gRFAxtlvjxV5Q,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4bRWnhTqu7hcm9JAJXQxy0HIaNGn0WejUsXBUNp6PRTQOhd-X-jUW5bDRFzT0Y3289wdGf8nExocmvIwjg4K78_zyHwpMWNybxDXBYIB5k1LRxSw5i_Zkd5EMwSERTP-GyPEn3Q=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJiUXvBQtB24gRFAxtlvjxV5Q&q=*&authuser=0&hl=en&gl=US,https://www.leehealth.org/our-services/pulmonology,"https://www.google.com/maps/place/Lee+Health+Pulmonology+-+Clayton+Ct/@26.5843548,-81.87558039999999,14z/data=!4m8!1m2!2m1!1sLee+Health+Pulmonology+-+Clayton+Ct!3m4!1s0x88db410b05ef4589:0x9457f1f8966d0c14!8m2!3d26.5843548!4d-81.87558039999999",True
Cardio-Pulmonary Labs Inc,Lexington,KY,"2628 Wilhite Dr, Lexington, KY 40503",8592241318,,,,Medical laboratory,Medical laboratory,37.998050299999996,-84.5177543,40503,outscraper,True,high,ChIJjT2ntmBbQogRP5R884t7tZA,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tnTKAyK5cks6-boeOsqd5w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=316.83078&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Cardio-Pulmonary+Labs+Inc/@37.998050299999996,-84.5177543,14z/data=!4m8!1m2!2m1!1sCardio-Pulmonary+Labs+Inc!3m4!1s0x88425b60b6a73d8d:0x90b57b8bf37c943f!8m2!3d37.998050299999996!4d-84.5177543",False
UK Cardiac Rehabilitation,Lexington,KY,"UK, Good Samaritan Professional Arts Center, 135 E Maxwell St #103, Lexington, KY 40508",8593235424,https://ukhealthcare.uky.edu/gill-heart-vascular-institute/treatments/cardiac-rehabilitation,5.0,2.0,Medical clinic,"Cardiologist, Medical clinic, Rehabilitation center",38.0426608,-84.4999675,40508,outscraper,True,high,ChIJ5fPZirpEQogR5Oj1Ef9WaWY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLuqC4YZHQy5l4JsxLv2ql0-lERvHGDoG4TX6dKuT-mtkaaW57wTlmLPQMtU59ghD6hYBfVPNVh1MSDs0krCy8k8EbWhjkFmPdCx3v4FQkPj_GDHB5obXt8SdeMRLtbLY9MXB2Bg=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ5fPZirpEQogR5Oj1Ef9WaWY&q=*&authuser=0&hl=en&gl=US,https://ukhealthcare.uky.edu/appointment,"https://www.google.com/maps/place/UK+Cardiac+Rehabilitation/@38.0426608,-84.4999675,14z/data=!4m8!1m2!2m1!1sUK+Cardiac+Rehabilitation!3m4!1s0x884244ba8ad9f3e5:0x666956ff11f5e8e4!8m2!3d38.0426608!4d-84.4999675",True
"CHI Saint Joseph Health - Cardiopulmonary Rehabilitation & Prevention, Lexington",Lexington,KY,"160 N Eagle Creek Dr Suite 300, Lexington, KY 40509",8599675000,https://www.commonspirit.org/find-a-location/chi-saint-joseph-health-cardiopulmonary-rehabilitation-prevention-lexington-82,,,Rehabilitation center,Rehabilitation center,38.0001071,-84.4393386,40509,outscraper,True,high,ChIJ2VxSQzJbQogRV2QL3iAVAo0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKLVXYO7qoaAUwHJEmommc6yA4LcJheBGd3sBMx3koRT5aflWWSWfngFivphutb-IknUgtlsKrXmbBrUObJnj8ZvfzM0D9VavbINXU3oppOY4ClmAhLDvaan8ha-e79rBBAwLu5A=w800-h500-k-no,,,"https://www.google.com/maps/place/CHI+Saint+Joseph+Health+-+Cardiopulmonary+Rehabilitation+%26+Prevention%2C+Lexington/@38.0001071,-84.4393386,14z/data=!4m8!1m2!2m1!1sCHI+Saint+Joseph+Health+-+Cardiopulmonary+Rehabilitation+%26+Prevention%2C+Lexington!3m4!1s0x88425b3243525cd9:0x8d021520de0b6457!8m2!3d38.0001071!4d-84.4393386",True
GI Motility and Pulmonary Function Testing,Greenville,NC,"2264 Stantonsburg Rd, Greenville, NC 27834",2528475890,https://locations.ecuhealth.org/Details/93064,,,,"Medical clinic, Gastroenterologist, Pulmonologist",35.6058401,-77.4070296,27834,outscraper,True,high,ChIJ-0_0iEjprokR9OQGgC1XVTc,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iS19RZm1hBMNtewEauDANA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=351.56186&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/GI+Motility+and+Pulmonary+Function+Testing/@35.6058401,-77.4070296,14z/data=!4m8!1m2!2m1!1sGI+Motility+and+Pulmonary+Function+Testing!3m4!1s0x89aee94888f44ffb:0x3755572d8006e4f4!8m2!3d35.6058401!4d-77.4070296",True
Akron Children's Pulmonary Function Lab,Akron,OH,"215 W Bowery St Level 6, Akron, OH 44308",3305438885,https://www.akronchildrens.org/locations/Pulmonary-Function-Lab.html?y_source=1_MTM0MDE0MDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,Pediatric pulmonologist,Pediatric pulmonologist,41.078548999999995,-81.524456,44308,outscraper,True,high,ChIJh939OrXXMIgReDVqrYCi9vk,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fEelr1CJW6-IoLEd9YZVtw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=110.048454&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Akron+Children%27s+Pulmonary+Function+Lab/@41.078548999999995,-81.524456,14z/data=!4m8!1m2!2m1!1sAkron+Children%27s+Pulmonary+Function+Lab!3m4!1s0x8830d7b53afddd87:0xf9f6a280ad6a3578!8m2!3d41.078548999999995!4d-81.524456",True
Summa Health Pulmonary Rehabilitation - Akron,Akron,OH,"95 Arch St Suite G25, Akron, OH 44304",3303757121,https://www.summahealth.org/medicalservices/pulmonary/pulmonary-rehab,,,Medical clinic,"Medical clinic, Pulmonologist, Rehabilitation center",41.0820492,-81.4993465,44304,outscraper,True,high,ChIJ6SOk4WUpMYgRhTOt1Gs99Rs,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u_xna-1eVWUpDqu-XS_P7w&cb_client=search.gws-prod.gps&w=800&h=500&yaw=88.017365&pitch=0&thumbfov=100,,https://www.summahealth.org/virtualvisit,"https://www.google.com/maps/place/Summa+Health+Pulmonary+Rehabilitation+-+Akron/@41.0820492,-81.4993465,14z/data=!4m8!1m2!2m1!1sSumma+Health+Pulmonary+Rehabilitation+-+Akron!3m4!1s0x88312965e1a423e9:0x1bf53d6bd4ad3385!8m2!3d41.0820492!4d-81.4993465",True
INTEGRIS Health Advanced Cardiopulmonary Care Tulsa,Tulsa,OK,"6130 S Maplewood Ave, Tulsa, OK 74136",8552583269,https://integrishealth.org/locations/transplant/integris-health-advanced-cardiopulmonary-care-tulsa,4.8,462.0,Doctor,Doctor,36.074588899999995,-95.906953,74136,outscraper,True,high,ChIJSTOWhoeStocRo_aX2PGCc3M,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ijDb9dRYEaQEpJaMasZwYw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=306.51462&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJSTOWhoeStocRo_aX2PGCc3M&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/INTEGRIS+Health+Advanced+Cardiopulmonary+Care+Tulsa/@36.074588899999995,-95.906953,14z/data=!4m8!1m2!2m1!1sINTEGRIS+Health+Advanced+Cardiopulmonary+Care+Tulsa!3m4!1s0x87b6928786963349:0x737382f1d897f6a3!8m2!3d36.074588899999995!4d-95.906953",True
Ascension St. John Cardiopulmonary Rehab,Tulsa,OK,"1819 E 19th St 3rd Fl, #301, Tulsa, OK 74104",9187442812,https://healthcare.ascension.org/locations/oklahoma/oktul/tulsa-ascension-st-john-medical-center/departments/mary-k-chapman-health-plaza/cardiopulmonary-rehab,,,Pulmonologist,"Pulmonologist, Cardiologist, Rehabilitation center",36.1356861,-95.9653532,74104,outscraper,True,high,ChIJ4UoimGHttocRZ1vuP-j4QBs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAESHMW8EV_Uq2jTG9CbDgZ93VVL3DSHwlZGwKN7h_uHmGKaNQfh64D-0OBmK_9B7PMbA_Ntczh37mpCyqA3lX-kEbLvZ8oXCA2bJvklN3BCEI46cVP6LWPmqrftcQ8MCE59JAxyFw=w800-h500-k-no,,,"https://www.google.com/maps/place/Ascension+St.+John+Cardiopulmonary+Rehab/@36.1356861,-95.9653532,14z/data=!4m8!1m2!2m1!1sAscension+St.+John+Cardiopulmonary+Rehab!3m4!1s0x87b6ed6198224ae1:0x1b40f8e83fee5b67!8m2!3d36.1356861!4d-95.9653532",True
CommonSpirit - Memorial Hospital - Cardiopulmonary Rehabilitation - Chattanooga,Chattanooga,TN,"2525 Desales Ave, Chattanooga, TN 37404",4234957764,,5.0,1.0,Medical clinic,Medical clinic,35.0423538,-85.25932499999999,37404,outscraper,True,high,ChIJG6NKgMdhYIgR61URpRKBSsw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHMqfA-S1ffn-bTpDMYaQQCU568oAHA3KzhFCjLhOiZ0OfNMLRnygH4TQPoHv-csWAuS5FWHVL_R4Jbe78wEAi6Aa43ESfHDxc1HvGHkwIzgAappfxmHMhpPhM64qbyou9w44SPqAaLPrj=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJG6NKgMdhYIgR61URpRKBSsw&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/CommonSpirit+-+Memorial+Hospital+-+Cardiopulmonary+Rehabilitation+-+Chattanooga/@35.0423538,-85.25932499999999,14z/data=!4m8!1m2!2m1!1sCommonSpirit+-+Memorial+Hospital+-+Cardiopulmonary+Rehabilitation+-+Chattanooga!3m4!1s0x886061c7804aa31b:0xcc4a8112a51155eb!8m2!3d35.0423538!4d-85.25932499999999",True
Chattanooga Lifestyle Center,Chattanooga,TN,"325 Market St, Chattanooga, TN 37402",4237789400,http://www.erlanger.org/locations/the-lifestyle-center/lifestyle-center,4.8,4.0,Doctor,"Doctor, Weight loss service",35.052861299999996,-85.3103119,37402,outscraper,True,high,ChIJfWQtYGFeYIgRIEe22g1aGx0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEpeqRknNzXemiamUJKwtF9rOT4Mvx2WQ-6qfxtPHk4W-g4veYPyDJMCcLp40Uy4O0tcMpgYLe78XjSStK70l4abZ6SwjV_p4oUm6xeXKrUR2eQmKV2z8_yA0et8seK8jNyzB2jZw=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJfWQtYGFeYIgRIEe22g1aGx0&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Chattanooga+Lifestyle+Center/@35.052861299999996,-85.3103119,14z/data=!4m8!1m2!2m1!1sChattanooga+Lifestyle+Center!3m4!1s0x88605e61602d647d:0x1d1b5a0ddab64720!8m2!3d35.052861299999996!4d-85.3103119",False
Erlanger Pulmonology and Critical Care,Chattanooga,TN,"979 E 3rd St C-735, Chattanooga, TN 37403",4237789101,https://www.erlanger.org/medical-services/pulmonology-and-critical-care,,,Pulmonologist,Pulmonologist,35.0477299,-85.2891987,37403,outscraper,True,high,ChIJdS9yv1RfYIgRhJED4CjEKXg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3aiCO49Ww5fRz6ikB6XFpg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=181.64502&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Erlanger+Pulmonology+and+Critical+Care/@35.0477299,-85.2891987,14z/data=!4m8!1m2!2m1!1sErlanger+Pulmonology+and+Critical+Care!3m4!1s0x88605f54bf722f75:0x7829c428e0039184!8m2!3d35.0477299!4d-85.2891987",True
Pulse Heart Institute Cardiopulmonary Rehabilitation - Spokane Valley,Spokane Valley,WA,"12606 E Mission Ave Suite S204, Spokane Valley, WA 99216",5094737901,https://www.pulseheartinstitute.org/location/pulse-heart-institute-cardiology-and-vascular-services-spokane-valley/pulse-heart-institute-cardiopulmonary-rehabilitation-spokane-valley/,5.0,1,Cardiologist,"Medical clinic, Cardiologist, Pulmonologist",47.6708816,-117.23504439999999,99216,outscraper,True,high,ChIJddq7pvIhnlQREw5u8Cc32cE,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LAQJEgh1x4Zv8TCtJwJD7g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=137.49358&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJddq7pvIhnlQREw5u8Cc32cE&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Pulse+Heart+Institute+Cardiopulmonary+Rehabilitation+-+Spokane+Valley/@47.6708816,-117.23504439999999,14z/data=!4m8!1m2!2m1!1sPulse+Heart+Institute+Cardiopulmonary+Rehabilitation+-+Spokane+Valley!3m4!1s0x549e21f2a6bbda75:0xc1d93727f06e0e13!8m2!3d47.6708816!4d-117.23504439999999",True
